12
10 50
8 42
8 43
9 46
6 32
7 36
7 36
8 42
9 47
7 39
8 40
8 43
0.5875 0.4125 0 0 1 0.32025 F 0.550546692354261
0.5025 0.4975 0 0 1 0.87008 F -0.509524136817418
0.3675 0.6325 0 0 1 2.49057 F -0.687526822628794
0.4175 0.5825 0 0 1 2.72609 T -1.78735563585591
0.76375 0.23625 0 0 1 4.64908 F -0.666369341325733
0.255 0.745 0 0 1 5.40974 F -0.145769081814564
0.48125 0.51875 0 0 1 6.35116 F -1.39652354057135
0.46 0.54 0 0 1 7.14394 F 1.617646816773
0.5725 0.4275 0 0 1 7.68012 F 0.0155552105645929
0.265 0.735 0 0 1 10.78934 F -0.384343063755124
0.3825 0.30375 0.15375 0.16 1 11.47357 T -0.443742710430421
0.50375 0.49625 0 0 1 11.85686 F -0.441447197330645
0.36375 0.63625 0 0 1 14.09488 T 0.838043926066945
0.69625 0.30375 0 0 1 16.99667 F 1.24113658516812
0.18625 0.36625 0.1425 0.305 1 17.39366 T 0.000324350535851102
0.31625 0.68375 0 0 1 18.26652 F -0.0432400112958068
0.5925 0.4075 0 0 1 20.43152 F 0.291737777437357
0.32125 0.67875 0 0 1 23.10882 F -0.0713804876224942
0.51 0.49 0 0 1 24.14186 T 0.34591264554708
0.74375 0.25625 0 0 1 25.26759 F -1.35001076574179
0.66125 0.33875 0 0 1 27.56979 F -0.727746647022502
0.42125 0.57875 0 0 1 28.78835 F -0.617338058595052
0.52875 0.47125 0 0 1 30.9896 F -0.690749074821737
0.67375 0.32625 0 0 1 32.24532 T 0.482485512090878
0.76 0.24 0 0 1 32.732 F -0.37946541949959
0.44375 0.55625 0 0 1 33.32171 F -1.39236153182335
0.58 0.42 0 0 1 33.71217 F 0.470566472054715
0.5475 0.4525 0 0 1 35.13488 F -0.143244774759824
0.4425 0.5575 0 0 1 37.45453 F 0.238053668595114
0.46 0.54 0 0 1 38.83715 F -0.106088686068188
0.74125 0.25875 0 0 1 39.11857 F 0.520144967229746
0.57375 0.42625 0 0 1 39.60847 F 0.486977433139889
0.6075 0.3925 0 0 1 42.43609 F 0.569938486694104
0.595 0.405 0 0 1 42.69 F -0.490719235247494
0.4725 0.5275 0 0 1 48.76416 F 0.315105297677872
0.6175 0.3825 0 0 1 48.9544 F 1.22306965771204
0.50125 0.49875 0 0 1 49.80322 F 0.25370559279404
0.5025 0.4975 0 0 1 53.26403 F 0.341681999307188
0.6125 0.3875 0 0 1 53.29226 F -0.915066128962097
0.635 0.365 0 0 1 54.84978 F -0.105440911744317
0.41125 0.58875 0 0 1 55.38112 F -2.84990444929465
0.66 0.34 0 0 1 56.61017 F -0.461949754332268
0.33875 0.66125 0 0 1 60.09492 F 0.813903159617783
0.4925 0.5075 0 0 1 61.29819 F 2.17497467912275
0.52 0.48 0 0 1 63.5092 F -0.338253137093267
0.50375 0.49625 0 0 1 65.39494 T -0.356813784312286
0.5625 0.4375 0 0 1 65.80312 F 0.843212707156199
0.55 0.45 0 0 1 74.86383 T -0.0367627777504511
0.53875 0.46125 0 0 1 76.46696 F 0.501227800023568
0.54875 0.45125 0 0 1 78.15253 F -0.0429119518924461
0.48625 0.51375 0 0 1 78.89944 F 1.67470089061943
0.575 0.425 0 0 1 81.52174 F -0.882813283020645
0.21875 0.195 0.24 0.34625 1 83.01221 T -0.171882151083605
0.44625 0.55375 0 0 1 83.44141 T -0.847471481479777
0.24625 0.75375 0 0 1 83.52439 F 1.88859337149327
0.44875 0.55125 0 0 1 83.94612 F 1.67352939424887
0.58125 0.41875 0 0 1 84.51066 F -0.171517773690081
0.625 0.375 0 0 1 84.96538 F -1.2000873768989
0.5325 0.4675 0 0 1 86.48318 F 1.64340314726431
0.51625 0.48375 0 0 1 86.59258 F -1.14887295365844
0.4875 0.5125 0 0 2 1.45388 F 1.10452902746828
0.3775 0.6225 0 0 2 1.69184 F 1.50098657689513
0.525 0.475 0 0 2 3.79271 F 2.17239229095753
0.4975 0.5025 0 0 2 5.263 F 0.036112325027965
0.64375 0.35625 0 0 2 6.33829 F -0.623158878203047
0.58875 0.41125 0 0 2 8.37907 F 0.257876510517581
0.525 0.475 0 0 2 9.44466 F -0.0773559416279009
0.39 0.61 0 0 2 9.60284 F 0.135541364576223
0.645 0.355 0 0 2 10.31359 F 0.905848678830768
0.20375 0.79625 0 0 2 10.33369 F 0.640122427865173
0.3225 0.6775 0 0 2 12.06624 F -0.596163229091179
0.3475 0.1225 0.3175 0.2125 2 14.42042 T -0.268163786512143
0.43625 0.56375 0 0 2 15.32577 F -0.456498012325177
0.725 0.275 0 0 2 15.63591 F -0.949090819989834
0.51 0.49 0 0 2 18.06538 F 0.557907208014716
0.52125 0.47875 0 0 2 20.40386 F 2.88146990128295
0.6075 0.3925 0 0 2 21.91181 T 1.75607907811244
0.64375 0.35625 0 0 2 23.35389 F -0.572574352017762
0.55125 0.44875 0 0 2 24.89137 F 0.765707251062318
0.12375 0.34125 0.3975 0.1375 2 26.00985 T -0.131352418125298
0.21 0.79 0 0 2 26.02348 F -0.774144832883592
0.2975 0.7025 0 0 2 28.27881 F -0.529544817981776
0.54 0.46 0 0 2 28.73662 F -0.10412383550017
0.46125 0.53875 0 0 2 29.24616 F -0.632515228040331
0.47875 0.52125 0 0 2 31.2647 F 0.175957586533029
0.4575 0.5425 0 0 2 31.69238 F -1.33253197060916
0.485 0.515 0 0 2 33.57903 F 0.414362554153606
0.475 0.06125 0.11125 0.3525 2 33.79202 T -0.151956364986932
0.38 0.62 0 0 2 34.19372 F -0.849332496128673
0.3825 0.6175 0 0 2 35.43164 F -1.74737870041394
0.43375 0.56625 0 0 2 44.05996 F 0.116463126697501
0.52 0.48 0 0 2 44.6957 F 1.28078845758047
0.42625 0.57375 0 0 2 45.60222 F -1.90887689730037
0.44875 0.55125 0 0 2 45.74116 F -0.583694711192984
0.36375 0.1525 0.23625 0.2475 2 48.01815 T 0.61839462300828
0.52 0.48 0 0 2 49.4664 F 0.0411751278269613
0.53375 0.46625 0 0 2 50.00838 F -0.00132575894984608
0.33875 0.66125 0 0 2 50.35322 F -1.15205204713687
0.39625 0.60375 0 0 2 50.66951 F -0.599664813508112
0.66375 0.33625 0 0 2 50.94544 T 0.724535222864097
0.47625 0.52375 0 0 2 53.1293 F -1.19623554817001
0.55875 0.44125 0 0 2 54.04098 F 0.488790686210964
0.43875 0.56125 0 0 2 55.68915 F -0.0832028658214588
0.325 0.675 0 0 2 60.04833 F -1.09911706714873
0.35125 0.19875 0.16 0.29 2 62.66489 T -0.160148884174102
0.21375 0.12125 0.3175 0.3475 2 65.90443 T -0.193630680527242
0.55125 0.44875 0 0 2 66.2259 F 0.104938061802009
0.485 0.515 0 0 2 68.19795 F -1.64481038979636
0.6975 0.3025 0 0 2 68.64516 F 0.0566171623256237
0.48 0.52 0 0 2 72.96497 F -0.341977438989606
0.65875 0.34125 0 0 3 0.58755 F 0.629241718036834
0.47125 0.52875 0 0 3 1.18364 F -0.180871760144614
0.325 0.675 0 0 3 3.82143 F -0.450279559160536
0.2575 0.1825 0.21 0.35 3 4.02052 T 2.16037134592876
0.60375 0.39625 0 0 3 5.49627 F 0.647203668051412
0.24 0.20375 0.4 0.15625 3 6.59235 T -0.935715345051443
0.59 0.41 0 0 3 8.34801 F -0.12792159968889
0.42625 0.57375 0 0 3 10.09542 F 0.290634171716404
0.58125 0.41875 0 0 3 10.58595 F 0.979768842511514
0.26125 0.73875 0 0 3 10.69566 F -0.541987882743142
0.54875 0.45125 0 0 3 11.32598 F 2.1061093798105
0.53875 0.46125 0 0 3 12.24111 T 0.506081057076952
0.50875 0.49125 0 0 3 13.83906 F 0.0338349070457522
0.23625 0.215 0.21 0.33875 3 14.06286 T 1.29687111423163
0.1525 0.16375 0.2925 0.39125 3 16.07572 T -0.544834634487255
0.39125 0.60875 0 0 3 16.44205 F -0.952051728537063
0.52875 0.47125 0 0 3 18.14898 F 0.775157557627472
0.21875 0.78125 0 0 3 21.81268 F 0.893716139210363
0.44375 0.55625 0 0 3 22.45266 F -0.480572760333832
0.33 0.67 0 0 3 23.70272 F 0.180075662504039
0.4225 0.5775 0 0 3 29.37335 F 0.241474633343578
0.34625 0.65375 0 0 3 32.96267 F -0.425877488263929
0.25875 0.74125 0 0 3 37.11557 F -0.806311422474086
0.5275 0.4725 0 0 3 38.46085 F 0.45088417488431
0.71 0.29 0 0 3 38.6284 F 1.78735638042964
0.4275 0.5725 0 0 3 39.20128 F 0.815010910512893
0.215 0.785 0 0 3 39.77705 F 0.418685054404995
0.375 0.625 0 0 3 40.47672 F 0.109760772567762
0.15125 0.45375 0.08 0.315 3 40.94955 T 0.00715594171475078
0.1975 0.8025 0 0 3 44.78589 F -1.55830875586671
0.55125 0.44875 0 0 3 45.45852 F -1.09651483431411
0.6975 0.3025 0 0 3 45.88139 F -0.0947993776976452
0.56625 0.43375 0 0 3 48.7541 F -0.320766724390661
0.33375 0.66625 0 0 3 48.84414 F 1.1731976260414
0.475 0.525 0 0 3 49.69968 F -0.123505144107236
0.4425 0.5575 0 0 3 50.71576 F -0.61041422760696
0.315 0.685 0 0 3 52.44151 F -0.328303920783075
0.32375 0.67625 0 0 3 52.61613 F 1.70986310152315
0.36375 0.63625 0 0 3 56.10043 F 0.743618133282842
